GEO_ID,NAME,totalHHs,hascomputer,dialup,broadband,nointernet,nocomputer,totalpopover16,laborforceparticipationrate,unemploymentrate,popabove20underpovertylevel,hascomputerPerc,dialupPerc,broadbandPerc,nointernetPerc,nocomputerPerc
1400000US26007000100,"Census Tract 1, Alpena County, Michigan",1854,1507,18,1319,170,347,3731,50.2,6.6,35.8,81.2837109,0.970873786,71.14347357,9.169363538,18.7162891
1400000US26007000200,"Census Tract 2, Alpena County, Michigan",1697,1426,0,1215,211,271,3396,57.9,4.9,41.7,84.03064231,0,71.59693577,12.43370654,15.96935769
1400000US26007000300,"Census Tract 3, Alpena County, Michigan",1503,1286,0,1130,156,217,2905,59.4,3.5,79.2,85.56220892,0,75.1829674,10.37924152,14.43779108
1400000US26007000400,"Census Tract 4, Alpena County, Michigan",1323,1045,11,939,95,278,2319,60.4,7.6,53.7,78.98715042,0.831443689,70.97505669,7.180650038,21.01284958
1400000US26007000500,"Census Tract 5, Alpena County, Michigan",899,764,10,689,65,135,1524,63.3,9.3,65.4,84.98331479,1.112347052,76.6407119,7.23025584,15.01668521
1400000US26007000600,"Census Tract 6, Alpena County, Michigan",1410,1133,13,1054,66,277,2784,46.3,4.6,24.9,80.35460993,0.921985816,74.75177305,4.680851064,19.64539007
1400000US26007000700,"Census Tract 7, Alpena County, Michigan",1379,1083,12,936,135,296,2462,57.4,8.9,74.5,78.53517041,0.870195794,67.87527194,9.789702683,21.46482959
1400000US26007000800,"Census Tract 8, Alpena County, Michigan",1383,1214,12,1075,127,169,2424,60.5,5.1,42.6,87.780188,0.867678959,77.72957339,9.182935647,12.219812
1400000US26007000900,"Census Tract 9, Alpena County, Michigan",1269,1086,10,964,112,183,2348,54,5.2,64.2,85.57919622,0.788022065,75.96532703,8.825847124,14.42080378
1400000US26009960100,"Census Tract 9601, Antrim County, Michigan",1151,1043,6,881,156,108,2283,52.3,4,48.1,90.61685491,0.521285838,76.54213727,13.5534318,9.383145091
1400000US26009960200,"Census Tract 9602, Antrim County, Michigan",1307,1124,9,887,228,183,2710,58.1,6.4,36.2,85.99846978,0.688599847,67.86534047,17.44452946,14.00153022
1400000US26009960300,"Census Tract 9603, Antrim County, Michigan",1244,1145,2,1029,114,99,2377,50.1,5.4,40.1,92.04180064,0.160771704,82.7170418,9.163987138,7.958199357
1400000US26009960400,"Census Tract 9604, Antrim County, Michigan",1348,1172,5,1003,164,176,2631,46.9,3.2,44.6,86.94362018,0.370919881,74.40652819,12.16617211,13.05637982
1400000US26009960500,"Census Tract 9605, Antrim County, Michigan",1402,1247,11,1115,121,155,2846,53.8,7.6,44.8,88.94436519,0.784593438,79.52924394,8.630527817,11.05563481
1400000US26009960600,"Census Tract 9606, Antrim County, Michigan",1508,1386,9,1200,177,122,2774,52.3,3.9,67.9,91.90981432,0.596816976,79.57559682,11.73740053,8.090185676
1400000US26009960700,"Census Tract 9607, Antrim County, Michigan",1845,1537,21,1311,205,308,3823,57.2,5.9,51.4,83.30623306,1.138211382,71.05691057,11.11111111,16.69376694
1400000US26011970100,"Census Tract 9701, Arenac County, Michigan",1042,793,16,655,122,249,2016,48,11.7,46.3,76.10364683,1.535508637,62.85988484,11.70825336,23.89635317
1400000US26011970200,"Census Tract 9702, Arenac County, Michigan",1353,1057,8,841,208,296,2711,49.9,9,45,78.12269032,0.59127864,62.15816704,15.37324464,21.87730968
1400000US26011970300,"Census Tract 9703, Arenac County, Michigan",1131,890,9,738,143,241,2166,55.6,7.4,49.8,78.69142352,0.795755968,65.25198939,12.64367816,21.30857648
1400000US26011970400,"Census Tract 9704, Arenac County, Michigan",1368,1087,27,937,123,281,2407,41.6,11.5,33.2,79.45906433,1.973684211,68.49415205,8.99122807,20.54093567
1400000US26011970500,"Census Tract 9705, Arenac County, Michigan",1790,1405,16,1180,209,385,3456,52.9,9.2,38.5,78.49162011,0.893854749,65.92178771,11.67597765,21.50837989
1400000US26013000100,"Census Tract 1, Baraga County, Michigan",1709,1405,39,1243,123,304,3348,49.2,4.1,51,82.21181978,2.282036279,72.73259216,7.19719134,17.78818022
1400000US26013000200,"Census Tract 2, Baraga County, Michigan",1327,1019,15,894,110,308,3813,34.5,9.2,51.3,76.78975132,1.130369254,67.37000754,8.289374529,23.21024868
1400000US26015010100,"Census Tract 101, Barry County, Michigan",2403,2062,11,1846,205,341,4841,60.4,6.6,41.4,85.80940491,0.457761132,76.82064087,8.531002913,14.19059509
1400000US26015010200,"Census Tract 102, Barry County, Michigan",2052,1819,43,1569,207,233,4208,68.5,5.3,60.4,88.64522417,2.095516569,76.4619883,10.0877193,11.35477583
1400000US26015010300,"Census Tract 103, Barry County, Michigan",2866,2536,35,2380,121,330,6006,66.6,3.5,27.2,88.48569435,1.221214236,83.04256804,4.221912073,11.51430565
1400000US26015010401,"Census Tract 104.01, Barry County, Michigan",1361,1173,28,1077,68,188,2753,57.1,7.1,28.4,86.18662748,2.057310801,79.13299045,4.996326231,13.81337252
1400000US26015010402,"Census Tract 104.02, Barry County, Michigan",1828,1685,0,1547,138,143,3436,66.3,1.7,74.1,92.17724289,0,84.62800875,7.549234136,7.822757112
1400000US26015010500,"Census Tract 105, Barry County, Michigan",1326,1266,38,1059,169,60,2910,57.6,5.6,70.8,95.47511312,2.865761689,79.86425339,12.74509804,4.524886878
1400000US26015010600,"Census Tract 106, Barry County, Michigan",3011,2548,38,2162,348,463,5676,58.6,3.8,85.9,84.62304882,1.26203919,71.80338758,11.55762205,15.37695118
1400000US26015010700,"Census Tract 107, Barry County, Michigan",2089,1692,33,1430,229,397,4232,57.2,6,47.8,80.99569172,1.579703207,68.45380565,10.96218286,19.00430828
1400000US26015010800,"Census Tract 108, Barry County, Michigan",1336,1156,13,936,207,180,2751,57.3,4.3,49.4,86.52694611,0.973053892,70.05988024,15.49401198,13.47305389
1400000US26015011300,"Census Tract 113, Barry County, Michigan",3024,2646,3,2458,185,378,6123,63.3,4.4,61,87.5,0.099206349,81.28306878,6.117724868,12.5
1400000US26015011400,"Census Tract 114, Barry County, Michigan",2544,2256,18,1994,244,288,5319,61.2,9.4,63.8,88.67924528,0.70754717,78.38050314,9.591194969,11.32075472
1400000US26017280300,"Census Tract 2803, Bay County, Michigan",600,507,0,434,73,93,952,60.8,7.4,48.6,84.5,0,72.33333333,12.16666667,15.5
1400000US26017280400,"Census Tract 2804, Bay County, Michigan",1173,916,14,798,104,257,2185,65.2,16.2,59.1,78.09036658,1.193520887,68.03069054,8.866155158,21.90963342
1400000US26017280500,"Census Tract 2805, Bay County, Michigan",1430,1343,0,1228,115,87,2702,62.9,4.6,36.1,93.91608392,0,85.87412587,8.041958042,6.083916084
1400000US26017280600,"Census Tract 2806, Bay County, Michigan",1047,933,0,798,135,114,2072,67.6,14.9,64.5,89.11174785,0,76.21776504,12.89398281,10.88825215
1400000US26017280700,"Census Tract 2807, Bay County, Michigan",1371,1053,0,986,67,318,2532,54.7,9.4,38.3,76.80525164,0,71.9183078,4.886943837,23.19474836
1400000US26017280800,"Census Tract 2808, Bay County, Michigan",1450,1215,8,1062,145,235,2879,61.2,2.1,63.2,83.79310345,0.551724138,73.24137931,10,16.20689655
1400000US26017280900,"Census Tract 2809, Bay County, Michigan",1145,882,0,822,60,263,2289,54.5,15.8,64.4,77.03056769,0,71.79039301,5.240174672,22.96943231
1400000US26017281000,"Census Tract 2810, Bay County, Michigan",1592,1414,7,1250,157,178,3168,60.9,6.6,44.4,88.81909548,0.439698492,78.51758794,9.861809045,11.18090452
1400000US26017281300,"Census Tract 2813, Bay County, Michigan",1267,1092,0,1022,70,175,2313,60.7,3.4,56,86.1878453,0,80.66298343,5.524861878,13.8121547
1400000US26017285100,"Census Tract 2851, Bay County, Michigan",1366,1156,0,1091,65,210,2747,63.1,11.8,64.4,84.62664714,0,79.8682284,4.758418741,15.37335286
1400000US26017285201,"Census Tract 2852.01, Bay County, Michigan",2744,2195,16,2036,143,549,4747,56.1,7.5,41.7,79.99271137,0.583090379,74.19825073,5.211370262,20.00728863
1400000US26017285202,"Census Tract 2852.02, Bay County, Michigan",1485,1404,21,1265,118,81,3225,55.3,5.5,49.8,94.54545455,1.414141414,85.18518519,7.946127946,5.454545455
1400000US26017285300,"Census Tract 2853, Bay County, Michigan",1866,1514,19,1366,129,352,3711,62.9,7.2,53.9,81.13612004,1.018220793,73.20471597,6.91318328,18.86387996
1400000US26017285400,"Census Tract 2854, Bay County, Michigan",1450,1237,21,1195,21,213,3035,63.2,4.6,66.1,85.31034483,1.448275862,82.4137931,1.448275862,14.68965517
1400000US26017285500,"Census Tract 2855, Bay County, Michigan",2831,2440,0,2309,131,391,5664,53.3,3.7,38.8,86.18862593,0,81.56128576,4.627340162,13.81137407
1400000US26017285600,"Census Tract 2856, Bay County, Michigan",2828,2563,19,2411,133,265,5658,68.3,4,48,90.62942008,0.6718529,85.25459689,4.702970297,9.370579915
1400000US26017285700,"Census Tract 2857, Bay County, Michigan",1602,1409,0,1274,135,193,3087,60.3,7.3,69.7,87.9525593,0,79.52559301,8.426966292,12.0474407
1400000US26017285800,"Census Tract 2858, Bay County, Michigan",2618,2133,22,2009,102,485,5052,51.9,6.7,60.2,81.47440794,0.840336134,76.73796791,3.896103896,18.52559206
1400000US26017285900,"Census Tract 2859, Bay County, Michigan",2241,1985,17,1684,284,256,4129,50.4,4,36.2,88.57652834,0.758589915,75.14502454,12.67291388,11.42347166
1400000US26017286000,"Census Tract 2860, Bay County, Michigan",1214,1070,0,1027,43,144,2497,60.3,3,20.5,88.1383855,0,84.59637562,3.542009885,11.8616145
1400000US26017286100,"Census Tract 2861, Bay County, Michigan",3015,2608,24,2393,191,407,6282,59.1,5.4,73.9,86.50082919,0.7960199,79.36981758,6.334991708,13.49917081
1400000US26017286200,"Census Tract 2862, Bay County, Michigan",2261,1905,6,1720,179,356,4351,52.7,7.5,65.5,84.25475453,0.265369306,76.07253428,7.916850951,15.74524547
1400000US26017286300,"Census Tract 2863, Bay County, Michigan",1517,1285,12,1119,154,232,2914,62.7,5.5,47.8,84.70665788,0.791034937,73.76400791,10.15161503,15.29334212
1400000US26017286400,"Census Tract 2864, Bay County, Michigan",973,751,10,636,105,222,2017,54.9,5.7,46.3,77.18396711,1.027749229,65.36485098,10.79136691,22.81603289
1400000US26017286500,"Census Tract 2865, Bay County, Michigan",777,601,0,523,78,176,1688,39.5,14.7,41.3,77.34877735,0,67.31016731,10.03861004,22.65122265
1400000US26017286600,"Census Tract 2866, Bay County, Michigan",2028,1713,0,1633,80,315,3964,61.2,12,49.8,84.46745562,0,80.52268245,3.944773176,15.53254438
1400000US26019000100,"Census Tract 1, Benzie County, Michigan",2736,2386,14,2254,118,350,5751,64.6,3.2,53.2,87.20760234,0.511695906,82.38304094,4.312865497,12.79239766
1400000US26019000200,"Census Tract 2, Benzie County, Michigan",1234,1150,7,1007,136,84,2822,55.7,4.7,46.2,93.19286872,0.56726094,81.60453809,11.02106969,6.80713128
1400000US26019000300,"Census Tract 3, Benzie County, Michigan",819,752,18,671,63,67,1691,43.7,7,36.6,91.81929182,2.197802198,81.92918193,7.692307692,8.180708181
1400000US26019000400,"Census Tract 4, Benzie County, Michigan",849,709,3,655,51,140,1844,43.7,7.4,39.6,83.51001178,0.35335689,77.14958775,6.007067138,16.48998822
1400000US26019000500,"Census Tract 5, Benzie County, Michigan",1095,936,19,781,136,159,2612,56.7,10.8,43.9,85.47945205,1.735159817,71.32420091,12.42009132,14.52054795
1400000US26021000300,"Census Tract 3, Berrien County, Michigan",744,547,0,425,122,197,1561,62.8,17.4,52.2,73.52150538,0,57.12365591,16.39784946,26.47849462
1400000US26021000400,"Census Tract 4, Berrien County, Michigan",1258,872,0,560,312,386,1758,53.6,13,52.3,69.3163752,0,44.51510334,24.80127186,30.6836248
1400000US26021000500,"Census Tract 5, Berrien County, Michigan",567,370,0,289,81,197,1170,50.7,25.1,46.9,65.25573192,0,50.97001764,14.28571429,34.74426808
1400000US26021000600,"Census Tract 6, Berrien County, Michigan",1399,1127,0,852,275,272,2649,62.9,17.5,52.5,80.5575411,0,60.90064332,19.65689778,19.4424589
1400000US26021000700,"Census Tract 7, Berrien County, Michigan",1277,1101,9,967,125,176,2295,61.3,3.1,43.6,86.21769773,0.704776821,75.72435395,9.788566954,13.78230227
1400000US26021000800,"Census Tract 8, Berrien County, Michigan",2624,2391,15,2097,279,233,4587,65.7,3.6,18.1,91.12042683,0.571646341,79.91615854,10.63262195,8.879573171
1400000US26021000900,"Census Tract 9, Berrien County, Michigan",1048,987,7,880,100,61,1851,58.2,1.3,74.7,94.17938931,0.667938931,83.96946565,9.541984733,5.820610687
1400000US26021001000,"Census Tract 10, Berrien County, Michigan",872,799,0,711,88,73,1488,69,3.5,78.6,91.62844037,0,81.53669725,10.09174312,8.371559633
1400000US26021001100,"Census Tract 11, Berrien County, Michigan",1641,1526,0,1448,78,115,3388,65.8,3.3,61.8,92.992078,0,88.23887873,4.753199269,7.007921999
1400000US26021001300,"Census Tract 13, Berrien County, Michigan",957,876,9,801,66,81,1840,59.2,2.2,56.3,91.53605016,0.940438871,83.69905956,6.896551724,8.463949843
1400000US26021001400,"Census Tract 14, Berrien County, Michigan",1758,1568,8,1416,144,190,3527,65,7.5,76.3,89.19226394,0.455062571,80.54607509,8.19112628,10.80773606
1400000US26021001500,"Census Tract 15, Berrien County, Michigan",1534,1331,24,1206,101,203,2531,59.6,1.9,29.9,86.76662321,1.564537158,78.61799218,6.584093872,13.23337679
1400000US26021001600,"Census Tract 16, Berrien County, Michigan",908,848,5,791,52,60,1786,64.9,3.6,61.5,93.39207048,0.550660793,87.11453744,5.726872247,6.607929515
1400000US26021001700,"Census Tract 17, Berrien County, Michigan",1786,1568,0,1462,106,218,3669,64.3,1.8,44.3,87.79395297,0,81.85890258,5.935050392,12.20604703
1400000US26021001800,"Census Tract 18, Berrien County, Michigan",1687,1523,8,1360,155,164,3712,60,2.1,14.8,90.27860107,0.474214582,80.61647896,9.187907528,9.721398933
1400000US26021001900,"Census Tract 19, Berrien County, Michigan",809,616,15,517,84,193,1537,57.8,5.9,44,76.1433869,1.854140915,63.90605686,10.38318912,23.8566131
1400000US26021002000,"Census Tract 20, Berrien County, Michigan",1580,1302,8,1032,262,278,2754,65.4,8.2,56.3,82.40506329,0.506329114,65.3164557,16.58227848,17.59493671
1400000US26021002100,"Census Tract 21, Berrien County, Michigan",974,696,15,525,156,278,1923,51,18.6,46.9,71.45790554,1.540041068,53.90143737,16.0164271,28.54209446
1400000US26021002200,"Census Tract 22, Berrien County, Michigan",1053,757,0,476,281,296,1699,54.8,17.4,59.4,71.88983856,0,45.20417854,26.68566002,28.11016144
1400000US26021002300,"Census Tract 23, Berrien County, Michigan",759,582,7,351,224,177,1388,54.5,9.1,41.3,76.6798419,0.92226614,46.24505929,29.51251647,23.3201581
1400000US26021002400,"Census Tract 24, Berrien County, Michigan",745,611,16,480,115,134,1642,58.5,2.3,45.4,82.01342282,2.147651007,64.4295302,15.43624161,17.98657718
1400000US26021002500,"Census Tract 25, Berrien County, Michigan",937,783,16,629,138,154,1678,61.9,5.6,65.9,83.56456777,1.707577375,67.12913554,14.72785486,16.43543223
1400000US26021010100,"Census Tract 101, Berrien County, Michigan",1635,1434,20,1126,288,201,3015,63.8,7.5,55.7,87.70642202,1.22324159,68.86850153,17.6146789,12.29357798
1400000US26021010200,"Census Tract 102, Berrien County, Michigan",2748,2352,16,1891,445,396,5373,66.4,8.4,62.2,85.58951965,0.58224163,68.81368268,16.19359534,14.41048035
1400000US26021010300,"Census Tract 103, Berrien County, Michigan",1968,1611,3,1389,219,357,3716,59.1,8.6,54.9,81.8597561,0.152439024,70.57926829,11.12804878,18.1402439
1400000US26021010400,"Census Tract 104, Berrien County, Michigan",1087,917,24,728,165,170,2289,60.4,4.2,54.7,84.36062557,2.207911684,66.97332107,15.17939282,15.63937443
1400000US26021010500,"Census Tract 105, Berrien County, Michigan",863,675,14,581,80,188,1903,56.9,6.4,38,78.21552723,1.622247972,67.32329085,9.269988413,21.78447277
1400000US26021010600,"Census Tract 106, Berrien County, Michigan",1778,1703,41,1405,257,75,3931,61.9,3.1,60.3,95.78177728,2.305961755,79.02137233,14.45444319,4.218222722
1400000US26021011000,"Census Tract 110, Berrien County, Michigan",1224,1078,7,944,127,146,2237,65.9,3.8,54.8,88.07189542,0.571895425,77.12418301,10.37581699,11.92810458
1400000US26021011100,"Census Tract 111, Berrien County, Michigan",2491,2099,19,1754,326,392,4753,58.1,4.9,56,84.26334805,0.762745885,70.41348856,13.08711361,15.73665195
1400000US26021011200,"Census Tract 112, Berrien County, Michigan",1494,1397,0,1110,287,97,2851,52.4,2.9,55.2,93.50736278,0,74.29718876,19.21017403,6.492637216
1400000US26021011300,"Census Tract 113, Berrien County, Michigan",1897,1677,10,1530,137,220,3472,55.2,4.8,44.1,88.40274117,0.527148129,80.65366368,7.221929362,11.59725883
1400000US26021011400,"Census Tract 114, Berrien County, Michigan",1092,942,12,821,109,150,1982,67.4,5.2,84.4,86.26373626,1.098901099,75.18315018,9.981684982,13.73626374
1400000US26021011500,"Census Tract 115, Berrien County, Michigan",584,503,11,432,60,81,1183,60.7,5,60.6,86.13013699,1.883561644,73.97260274,10.2739726,13.86986301
1400000US26021011600,"Census Tract 116, Berrien County, Michigan",840,724,15,592,117,116,1614,65.6,5.3,66.3,86.19047619,1.785714286,70.47619048,13.92857143,13.80952381
1400000US26021020100,"Census Tract 201, Berrien County, Michigan",1001,946,0,820,126,55,1927,72.2,6,90.2,94.50549451,0,81.91808192,12.58741259,5.494505495
1400000US26021020200,"Census Tract 202, Berrien County, Michigan",2204,1856,0,1595,261,348,4018,62.8,10.3,46.1,84.21052632,0,72.36842105,11.84210526,15.78947368
1400000US26021020300,"Census Tract 203, Berrien County, Michigan",1094,1022,17,855,150,72,2188,61.9,2.7,42.2,93.41864717,1.55393053,78.1535649,13.71115174,6.581352834
1400000US26021020400,"Census Tract 204, Berrien County, Michigan",1547,1415,0,1252,163,132,3192,65.4,7.4,86,91.46735617,0,80.93083387,10.5365223,8.532643827
1400000US26021020500,"Census Tract 205, Berrien County, Michigan",1328,1039,7,818,214,289,2421,65.9,10.3,60.3,78.23795181,0.527108434,61.59638554,16.11445783,21.76204819
1400000US26021020600,"Census Tract 206, Berrien County, Michigan",1381,1228,9,1172,47,153,2473,60,6.9,41.8,88.92107169,0.651701665,84.8660391,3.40333092,11.07892831
1400000US26021020700,"Census Tract 207, Berrien County, Michigan",1166,891,0,757,134,275,2210,53,6.5,60.5,76.41509434,0,64.92281304,11.4922813,23.58490566
1400000US26021020900,"Census Tract 209, Berrien County, Michigan",1364,1210,10,948,252,154,2517,57.6,5.9,61.4,88.70967742,0.73313783,69.50146628,18.47507331,11.29032258
1400000US26021021000,"Census Tract 210, Berrien County, Michigan",2072,1813,0,1458,355,259,4074,63.6,3.2,60.3,87.5,0,70.36679537,17.13320463,12.5
1400000US26021021100,"Census Tract 211, Berrien County, Michigan",785,712,0,680,32,73,1625,57.4,8.3,56.2,90.70063694,0,86.62420382,4.076433121,9.299363057
1400000US26021021200,"Census Tract 212, Berrien County, Michigan",661,509,0,419,90,152,1305,55,6.4,41.7,77.00453858,0,63.38880484,13.61573374,22.99546142
1400000US26021021300,"Census Tract 213, Berrien County, Michigan",1166,1089,8,902,179,77,4456,63.1,4.9,56.7,93.39622642,0.686106346,77.35849057,15.3516295,6.603773585
1400000US26021021400,"Census Tract 214, Berrien County, Michigan",1521,1365,6,1142,217,156,3304,62.9,8.2,65.2,89.74358974,0.394477318,75.08218277,14.26692965,10.25641026
1400000US26023950100,"Census Tract 9501, Branch County, Michigan",1520,1235,9,1074,152,285,2982,56.6,3.4,23.4,81.25,0.592105263,70.65789474,10,18.75
1400000US26023950200,"Census Tract 9502, Branch County, Michigan",1437,1236,20,1094,122,201,2922,55.6,11.9,47.7,86.0125261,1.391788448,76.13082811,8.489909534,13.9874739
1400000US26023950300,"Census Tract 9503, Branch County, Michigan",1496,1284,28,1072,184,212,2970,56.3,4.9,39.8,85.82887701,1.871657754,71.65775401,12.29946524,14.17112299
1400000US26023950800,"Census Tract 9508, Branch County, Michigan",1475,1138,16,930,192,337,3063,63.9,3.1,48.1,77.15254237,1.084745763,63.05084746,13.01694915,22.84745763
1400000US26023950900,"Census Tract 9509, Branch County, Michigan",887,819,5,777,37,68,1779,60.2,5.2,47.5,92.33370913,0.563697858,87.59864713,4.171364149,7.666290868
1400000US26023951000,"Census Tract 9510, Branch County, Michigan",1081,949,0,866,83,132,2045,56.6,4.9,58.3,87.78908418,0,80.11100833,7.678075856,12.21091582
1400000US26023951100,"Census Tract 9511, Branch County, Michigan",1309,1087,36,901,150,222,2584,62.2,1.5,47.1,83.04048892,2.750190985,68.83116883,11.45912911,16.95951108
1400000US26023951200,"Census Tract 9512, Branch County, Michigan",1659,1438,15,1205,218,221,3426,64.8,3.5,45.2,86.67872212,0.904159132,72.63411694,13.14044605,13.32127788
1400000US26023951300,"Census Tract 9513, Branch County, Michigan",1538,1388,0,1208,180,150,5002,33.9,3.4,41.5,90.24707412,0,78.54356307,11.70351105,9.752925878
1400000US26023951400,"Census Tract 9514, Branch County, Michigan",1481,1286,9,1102,175,195,3152,59.4,6.1,36.7,86.8332208,0.607697502,74.40918298,11.81634031,13.1667792
1400000US26023951500,"Census Tract 9515, Branch County, Michigan",1153,1086,0,958,128,67,2126,71.5,2.2,48.6,94.18907199,0,83.08759757,11.10147441,5.810928014
1400000US26023951600,"Census Tract 9516, Branch County, Michigan",1470,1134,11,1056,67,336,2572,64.2,4.8,60.3,77.14285714,0.74829932,71.83673469,4.557823129,22.85714286
1400000US26025000200,"Census Tract 2, Calhoun County, Michigan",1317,1112,6,980,126,205,2551,58.6,8.5,57.3,84.43432043,0.455580866,74.41154138,9.567198178,15.56567957
1400000US26025000300,"Census Tract 3, Calhoun County, Michigan",843,607,0,490,117,236,1587,55.5,19.1,41.8,72.00474496,0,58.1257414,13.87900356,27.99525504
